R526528,R842707
R189107,R547730
R575472,R686528
R274289,R246338
R682574,R515425
R289908,R283831
R804923,R419695
R393425,R982522
R285274,R944869
R736814,R232590
R417117,R410313
R106864,R485201
R569296,R806824
R717589,R563078
R420071,R379801
R955917,R824870
R873047,R413076
R375589,R913524
R534578,R616671
R571958,R535637
R780759,R820727
R439190,R896166
R920778,R891435
R974586,R951587
R524558,R604620
R486994,R147110
R361711,R922113
R316058,R458621
R474247,R883638
R729646,R299767
R465242,R416186
R541835,R273420
R617783,R545749
R823230,R372260
R784529,R919888
R633801,R507114
R446074,R322726
R823425,R174300
R275232,R516197
R767389,R248969
R867213,R686243
R426031,R323736
R282135,R122562
R133034,R287165
R854296,R563215
R516609,R269447
R668034,R784594
R787180,R592271
R700768,R528042
R981655,R137198
R811722,R609426
R594571,R457224
R141426,R933774
R269939,R884405
R718766,R244164
R783135,R526523
R856157,R705128
R806076,R379516
R834949,R466052
R731091,R356087
R900195,R426467
R316507,R176692
R483651,R495079
R954588,R316390
R889438,R525428
R393519,R345662
R895076,R521962
R683760,R500653
R862808,R490333
R725851,R721689
R441043,R538966
R712261,R978514
R606240,R510128
R938486,R313091
R987696,R273617
R205661,R648986
R594172,R200121
R998455,R935875
R151581,R789302
R269851,R268284
R860311,R643313
R182818,R188147
R380173,R945619
R206487,R140164
R458272,R859024
R668421,R378429
R331236,R801964
R940132,R736625
R964343,R576190
R737489,R719170
R580280,R325373
R995676,R714790
R749766,R637327
R773376,R912559
R386838,R265030
R402831,R145611
R987166,R735446
R506293,R342994
R734648,R396963
R253904,R738007
R518239,R888244
R706318,R557582
R578481,R308208
R224415,R605530
R927286,R549356
R222333,R194405
R906864,R970848
R868408,R558327
R452529,R587591
R812671,R523572
R170800,R200700
R528124,R369500
R425509,R932449
R364613,R347711
R409120,R377209
R280232,R686263
R909985,R826575
R986893,R107649
R164222,R116089
R986657,R891637
R181223,R327570
R854022,R540183
R140522,R221134
R998255,R592829
R447557,R698564
R638394,R614530
R814457,R921109
R899079,R985822
R375887,R958852
R713561,R626672
R693307,R792493
R602093,R233815
R439107,R348970
R644684,R492152
R720469,R954556
R727169,R318485
R552446,R620021
R947281,R111429
R838213,R733549
R987466,R914981
R231283,R440045
R442381,R836048
R925870,R889104
R323998,R108579
R132236,R801893
R923884,R349702
R112156,R493795
R414797,R113010
R899637,R996164
R323093,R379755
R562598,R508771
R371348,R160892
R755960,R261774
R613396,R815501
R206573,R797699
R638329,R169801
R871623,R823198
R562205,R139452
R430982,R398055
R205389,R812167
R641848,R558955
R518910,R186899
R955360,R160750
R382922,R637213
R495189,R196165
R409879,R927938
R649051,R562897
R657313,R769622
R298942,R473684
R454531,R401208
R684103,R677377
R713896,R913214
R596332,R599301
R725192,R950979
R984460,R446415
R611292,R765676
R822006,R739864
R490358,R354919
R765793,R638625
R714005,R234980
R777069,R705278
R423589,R806486
R969669,R510433
R654836,R112632
R923822,R587873
R786523,R930172
R937877,R816214
R500932,R932501
R985601,R432662
R250162,R348626
R192432,R283685
R712271,R618011
R996857,R249267
R687985,R120373
R430205,R431463
R849534,R257743
R666714,R515456
R335579,R367928
R897167,R966827
R426494,R338247
R380657,R528263
R861921,R256219
R878236,R928579
R424376,R676073
R984549,R618268
R834020,R109988
R879550,R365372
R459896,R154415
R903501,R693125
R186857,R436933
R177726,R361466
R676764,R821486
R166100,R459193
R875600,R393435
R507603,R879647
R831482,R129113
R372133,R229224
R911496,R814109
R512229,R542566
R931808,R569916
R966188,R265191
R747282,R138938
R771790,R701645
R673004,R280801
R583358,R766648
R518067,R621459
R335196,R832015
R991255,R636832
R717672,R657687
R870131,R453497
R110480,R661774
R755319,R210294
R554146,R292366
R524202,R731567
R650699,R350078
R171986,R950875
R516241,R371437
R791642,R167924
R320395,R723131
R178113,R811897
R626817,R456423
R500378,R664210
R758608,R123700
R621130,R205788
R554921,R598196
R164570,R777375
R588760,R950208
R727632,R962329
R269085,R299348
R841997,R176214
R621531,R299975
R508585,R778059
R574395,R570068
R766326,R678264
R252624,R945746
R135495,R270953
R856907,R383776
R238490,R909443
R100624,R771085
R879618,R935610
R628701,R232299
R270800,R593818
R308805,R797913
R400786,R827495
R422895,R593039
R581533,R188378
R570195,R381682
R174380,R615603
R758502,R431289
R567566,R999815
R239966,R344653
R416461,R321644
R743471,R866092
R102536,R958387
R233916,R905122
R769097,R240938
R466214,R372808
R439920,R511558
R964499,R556005
R630571,R323283
R755729,R410979
R746279,R256866
R417521,R965853
R666491,R738377
R413432,R462874
R476068,R539007
R289567,R921422
R265040,R711893
R455527,R526722
R595737,R684353
R139235,R857357
R628792,R234601
R171251,R618146
R724735,R985746
R855871,R571188
R275804,R822849
R794961,R383068
R179118,R928160
R612037,R967861
R160259,R549625
R850044,R226319
R850901,R754991
R626053,R175104
R146142,R184409
R612492,R722842
R110902,R537837
R331443,R986119
R819160,R701119
R133252,R831836
R961910,R488004
R265053,R596377
R788429,R507181
R972345,R533033
R441221,R366737
R441793,R733201
R896038,R414865
R813622,R570791
R940420,R532017
R748551,R566926
R622808,R117877
R365930,R533479
R631406,R484488
R713312,R964724
R985372,R569641
R396042,R514498
R790884,R810849
R173983,R996092
R278182,R912772
R973374,R917422
R397437,R585872
R615311,R501580
R724333,R680905
R847279,R607430
R886318,R379356
R683356,R614480
R370870,R543797
R398772,R393219
R606908,R784686
R629539,R997931
R252439,R537275
R440093,R384275
R663852,R102059
R152189,R763416
R319048,R114287
R414003,R109272
R660881,R200315
R122504,R137902
R102991,R666301
R390604,R266100
R622993,R917614
R234426,R195250
R961403,R627705
R269760,R193488
R681973,R281361
R382206,R428712
R332022,R306001
R445415,R562820
R350910,R337769
R149711,R355511
R974155,R667870
R158826,R831117
R968554,R280849
R894606,R929857
R470115,R840207
R741665,R992458
R221710,R531912
R623820,R264109
R357414,R401827
R459304,R517631
R446064,R235150
R876350,R756938
R595046,R355120
R587890,R433702
R442919,R391477
R638139,R185738
R532478,R204043
R401332,R950988
R508172,R129347
R694773,R648096
R580577,R650855
R998309,R278882
R886873,R991006
R937298,R983515
R289216,R577949
R635106,R762795
R532848,R945178
R571226,R170651
R582683,R971509
R701429,R249633
R295129,R901257
R721436,R227761
R372927,R411915
R652762,R212828
R581679,R260591
R690031,R689527
R988312,R183281
R333685,R803210
R571537,R195997
R522653,R428737
R138562,R143279
R857158,R907629
R477897,R783866
R535264,R203444
R358662,R140395
R877504,R748065
R546963,R906423
R967057,R513236
R115181,R955105
R631715,R282639
R189734,R779963
R964812,R270681
R342823,R615354
R663371,R403210
R733177,R763558
R831039,R955993
R428718,R185186
R421134,R783519
R668677,R482240
R868481,R337458
R741238,R863289
R284923,R353402
R292259,R501720
R239853,R529306
R556697,R891175
R634207,R768009
R472071,R996908
R753853,R962728
R572491,R556419
R369084,R344663
R231006,R658675
R716358,R698220
R227400,R290852
R596840,R203443
R562420,R491399
R257755,R622201
R700741,R967619
R311720,R257597
R979698,R762162
R625742,R837365
R344418,R128797
R272317,R945059
R875162,R116246
R582513,R676976
R343083,R816923
R385419,R593908
R407261,R130430
R664940,R304067
R661111,R846930
R810786,R854376
R315959,R766830
R756330,R283968
R168799,R597576
R631970,R785108
R612483,R415782
R188215,R669098
R892731,R146581
R121107,R308992
R455439,R322555
R139218,R272377
R485411,R246737
R484061,R636067
R212031,R382181
R386110,R211868
R372405,R207427
R243593,R968528
R559161,R915795
R322533,R669680
R545533,R824986
R946883,R516808
R272848,R893269
R249857,R204911
R455327,R762685
R223927,R961010
R236705,R858833
R879236,R812693
R155285,R770776
R230568,R359758
R222791,R688887
R843211,R585653
R896592,R219663
R863317,R999861
R115651,R334223
R526472,R713481
R375532,R249404
R435731,R883976
R538487,R919193
R391035,R245800
R979665,R381130
R175332,R400183
R935782,R807077
R805256,R188487
R787583,R744200
R825217,R556156
R223931,R816602
R613567,R765049
R139817,R293720
R673530,R566750
R943893,R830784
R556264,R682048
R829402,R537422
R973718,R331755
R788114,R862587
R386220,R569213
R533199,R989304
R560425,R968762
R857707,R395798
R383429,R669209
R142759,R589612
R435152,R854036
R264822,R381403
R945788,R510517
R734525,R889061
R603340,R151439
R480524,R556580
R195342,R172289
R807995,R521403
R885222,R846602
R373382,R191531
R679189,R736191
R802852,R854989
R119776,R453934
R521024,R931709
R162850,R589881
R740146,R376043
R256411,R872183
R685376,R658643
R614468,R421588
R462858,R835493
R460367,R591258
R763677,R242383
R793498,R729002
R763986,R583169
R682957,R983894
R375835,R716163
R709611,R903679
R405194,R908144
R249114,R860599
R217039,R402890
R693562,R371398
R965995,R655357
R713822,R108493
R707083,R455109
R647493,R647550
R593283,R201903
R379607,R349504
R891278,R927210
R672829,R314960
R255832,R619591
R502318,R197867
R161218,R909535
R651918,R326902
R193520,R810773
R387642,R450235
R849674,R508467
R961985,R751658
R308433,R665200
R481265,R317721
R316422,R486879
R993707,R716434
R870415,R430426
R636631,R446494
R534837,R718975
R238450,R883274
R486283,R328873
R276782,R491239
R950766,R641913
R192134,R776089
R902279,R879110
R828201,R967813
R740278,R454748
R791404,R398918
R402696,R336486
R251376,R956691
R342172,R295430
R196446,R506808
R299093,R935142
R456682,R505957
R505173,R158265
R820197,R819354
R477535,R754092
R574138,R591927
R812086,R115176
R937225,R600577
R968346,R344599
R147353,R971405
R886724,R144974
R407360,R820726
R998619,R665881
R869202,R557694
R593281,R559842
R924980,R119447
R676679,R892770
R451843,R385281
R506412,R468478
R235777,R885736
R647141,R473440
R799331,R537873
R123188,R153905
R528238,R570840
R371233,R610973
R528561,R248706
R431518,R343406
R836182,R513411
R407412,R546873
R168521,R349612
R135744,R797283
R883382,R137595
R120097,R625739
R242821,R601448
R577274,R379568
R455252,R500004
R191550,R596209
R616313,R695541
R936451,R608249
R824857,R114196
R709459,R863022
R533519,R862272
R156751,R681682
R148552,R280304
R685786,R331254
R724588,R155426
R364749,R811262
R534035,R419444
R457202,R963749
R320094,R836590
R728865,R295689
R113019,R217982
R233378,R294082
R194096,R662243
R145777,R189240
R873921,R959426
R239439,R170293
R891259,R456311
R155449,R315072
R330964,R989954
R849208,R267816
R285992,R928651
R560906,R947750
R413320,R264665
R745249,R166600
R516268,R319554
R920927,R582357
R326588,R205524
R417785,R335109
R208822,R870948
R457737,R965788
R157315,R194297
R237426,R719945
R635846,R537721
R833835,R119096
R843752,R513807
R913915,R767677
R501165,R119948
R184587,R971775
R474080,R656204
R647901,R388743
R539065,R927063
R646851,R271585
R616157,R565239
R914925,R814332
R104097,R425287
R604514,R564226
R250014,R703569
R650935,R550088
R160290,R379424
R775670,R432510
R234493,R546557
R503639,R466318
R969399,R916473
R398939,R993019
R963771,R146264
R626049,R281481
R613342,R929885
R915743,R876728
R449908,R756270
R754627,R712949
R751408,R468700
R721532,R833713
R202365,R619273
R152561,R557670
R282180,R718542
R595660,R426337
R445482,R484392
R939316,R312071
R735449,R549029
R609573,R548542
R922210,R848715
R909528,R658688
R417031,R652478
R669835,R581438
R709671,R307459
R318395,R121655
R783799,R188469
R800877,R406984
R401797,R848805
R401340,R965354
R311981,R500457
R331684,R618649
R351010,R526648
R189421,R642573
R569572,R253162
R620803,R335120
R789160,R377250
R950620,R187193
R593340,R465322
R101470,R142773
R351262,R627558
R391586,R938060
R234425,R994861
R828190,R176918
R231305,R127647
R915407,R566339
R284696,R410664
R411168,R624291
R655981,R434524
R173270,R207293
R800095,R922357
R478529,R128299
R946705,R957350
R991678,R989281
R275195,R724673
R115568,R948062
R938929,R429209
R256178,R413523
R506311,R395213
R243608,R538791
R148957,R128295
R287834,R904727
R874603,R928650
R163820,R409534
R444870,R396385
R104770,R961974
R104378,R739585
R510171,R637297
R737540,R332114
R639980,R418250
R581443,R144230
R336953,R305173
R226084,R267180
R953168,R983935
R526945,R506444
R700047,R775540
R221768,R650809
R587513,R432500
R575931,R612370
R654201,R845396
R342866,R598752
R460621,R794669
R294147,R752976
R628617,R459212
R302526,R739955
R260159,R180490
R733598,R544962
R440609,R521405
R525066,R973645
R374258,R198196
R131188,R477838
R676923,R269008
R627419,R347892
R750931,R582912
R695975,R870790
R519315,R847502
R292199,R906447
R517369,R247672
R891336,R885806
R844635,R627025
R989306,R219906
R142252,R356494
R581305,R480423
R443431,R386019
R269455,R658187
R563157,R740144
R127140,R367006
R496024,R246444
R828543,R587214
R949979,R938057
R831975,R616565
R677069,R672560
R146794,R730322
R725671,R244184
R457240,R852023
R413610,R524925
R458202,R181182
R197053,R214930
R656227,R434799
R676363,R222462
R798468,R466956
R572796,R304444
R752203,R519234
R181904,R843253
R254856,R784150
R107696,R980045
R655747,R821039
R722871,R467363
R243823,R104660
R606636,R468622
R951139,R521497
R994932,R115536
R688022,R275696
R230413,R894919
R800679,R291423
R326100,R559599
R220847,R444364
R256133,R630139
R189282,R422329
R473347,R456573
R438262,R553255
R432384,R779245
R874401,R956871
R305604,R871774
R781678,R149285
R839223,R552397
R320917,R576840
R654312,R367948
R126528,R457320
R519506,R931057
R527932,R254203
R515191,R799028
R511630,R556277
R140645,R173628
R671717,R259996
R265891,R319840
R315327,R474856
R510212,R285669
R748924,R823446
R791360,R965743
R463253,R809692
R948831,R823963
R565379,R925586
R926243,R750812
R386312,R665432
R787052,R584780
R606011,R735810
R137771,R399998
R434763,R732530
R449071,R563664
R604427,R391156
R520551,R172996
R970571,R368024
R330510,R393173
R734308,R452569
R500618,R856791
R664072,R588295
R144780,R262698
R478234,R640190
R683006,R359613
R859163,R374243
R328172,R919402
R101088,R513650
R185517,R924319
R187641,R943478
R258539,R119510
R379817,R187750
R601053,R199717
R684418,R162438
R307641,R357871
R192160,R622004
R911891,R949202
R236061,R310226
R378418,R281490
R937269,R339497
R489833,R717285
R460932,R652476
R366427,R670321
R613026,R764490
R442600,R687153
R294827,R861211
R496960,R206768
R678546,R861682
R879125,R310586
R490871,R967481
R411352,R450402
R982093,R392609
R470649,R759821
R148752,R111103
R631721,R726697
R806798,R739428
R814743,R357451
R523290,R521567
R352497,R520790
R747596,R901413
R989610,R891509
R901192,R850426
R169166,R807683
R281178,R435671
R324431,R764520
R436013,R809112
R688266,R758021
R203221,R941195
R677735,R435994
R861547,R182460
R257121,R134995
R391829,R264957
R907160,R200508
R197903,R724462
R513275,R901221
R310302,R500126
R854577,R485356
R788686,R586134
R688705,R428818
R554407,R450916
R590737,R135140
R880573,R427282
R612615,R778970
R315494,R882909
R156518,R672016
R955452,R385970
R977855,R765599
R850530,R745079
R448015,R496526
R613891,R284962
R279039,R632970
R241556,R680549
R527836,R191240
R583584,R171258
R900444,R326254
R905085,R782570
R962287,R383167
R197500,R132371
R215846,R852499
R792724,R145201
R668845,R193084
R885435,R639633
R335430,R737416
R440306,R357517
R729115,R526871
R587087,R951654
R111362,R251925
R772463,R538326
R724623,R626453
R565787,R994509
R809903,R992810
R709876,R459824
R847636,R788704
R216237,R452485
R802511,R867906
R111255,R471951
R205147,R342522
R304284,R965605
R690307,R966452
R946322,R964899
R722419,R797248
R308854,R853594
R253472,R851156
R145962,R213091
R465784,R840401
R564757,R103386
R720027,R301749
R116133,R223540
R542775,R737870
R462001,R154491
R147408,R963631
R849290,R348817
R616343,R465676
R466608,R443368
R447291,R727524
R305635,R867033
R763808,R520604
R668859,R415454
R508789,R661710
R284191,R820505
R122658,R808770
R655773,R935477
R336070,R722604
R998104,R821326
R700283,R335410
R640896,R813001
R558695,R303021
R999985,R948987
R616443,R231843
R836498,R801753
R252055,R931123
R879318,R909602
R399560,R427356
R278095,R167854
R448071,R736474
R277510,R492509
R428642,R777203
R184629,R344559
R337415,R635072
R101770,R279176
R912652,R794049
R939376,R157144
R764466,R506916
R523394,R821378
R789577,R333494
R373044,R843348
R558679,R559875
R630434,R896555
R844909,R710488
R674800,R318787
R238235,R381641
R855536,R634992
R272664,R271081
R765325,R225328
R927006,R507122
R534633,R650382
R201542,R372727
R102243,R363265
R992702,R766712
R189875,R228667
R194446,R927622
R959843,R729480
R813924,R516777
R728283,R792204
R489397,R304003
R745275,R498971
R725236,R613722
R414372,R867253
R422887,R190048
R666988,R259769
R266515,R185861
R203204,R580136
R345520,R373208
R179126,R159803
R191419,R806727
R998432,R652797
R900863,R262910
R628692,R932586
R964912,R546088
R316823,R674092
R617270,R478469
R317686,R406620
R384112,R910533
R739477,R126075
R159269,R472939
R793621,R797739
R106772,R675471
R672677,R615968
R846112,R799122
R709546,R778342
R914013,R400137
R172606,R467576
R519115,R383977
R735351,R152285
R238254,R929591
R838956,R738599
R396686,R136552
R612044,R310533
R703845,R447301
R296642,R120998
R923973,R237515
R110704,R102492
R212084,R600672
R607217,R668066
R981085,R989974
R760207,R970410
R375867,R155270
R649884,R952242
R342949,R465589
R305290,R316138
R445393,R882946
R303685,R703930
R441670,R504831
R374035,R957205
R469707,R385119
R625754,R429775
R302127,R551695
R879187,R280753
R317415,R822476
R743287,R431192
R501956,R538203
R301365,R345795
R918822,R250331
R745623,R368206
R232365,R412119
R448574,R546319
R745328,R678308
R896122,R828082
R890072,R511600
R275332,R573998
R614191,R979807
R252008,R923878
R438392,R644086
R355205,R311868
R257934,R558887
R731652,R697866
R443222,R822347
R452967,R171885
R921304,R499115
R132411,R891816
R313142,R132429
R356718,R182081
R583100,R601573
R589204,R331434
R881512,R702154
R931470,R497278
R751582,R220495
R105239,R531519
R687565,R658476
R553676,R225393
R539652,R861800
R219632,R730355
R315555,R660094
R600158,R104371
R381189,R866545
R486807,R703672
R613194,R277317
R780877,R818780
R112662,R303278
R805383,R477550
R955864,R543174
R471444,R927917
R158006,R234576
R528616,R188204
R742650,R506428
R284638,R229150
R709258,R734652
R710391,R409248
R757925,R578621
R229395,R650906
R799762,R388104
R285144,R662748
R569061,R626481
R354207,R851024
R370531,R663419
R265076,R543431
R785360,R679223
R308664,R797158
R711744,R994203
R252719,R160364
R832953,R914465
R578509,R105516
R727571,R351931
R994536,R693870
R447927,R454836
R200947,R793596
R232674,R520947
R891579,R267516
R462245,R814522
R235191,R744051
R407309,R484807
R616038,R909877
R512644,R699664
R236389,R297609
R918429,R986913
R665039,R993694
R237013,R518165
R841385,R319468
R350242,R953324
R344933,R571105
R819453,R440507
R947298,R500088
R245650,R547008
R192468,R359107
R617305,R263322
R588698,R873375
R235573,R203407
R897216,R501125
R298046,R739664
R630976,R196724
R780928,R399985
R570344,R395251
R527005,R305743
R243521,R143248
R502351,R149114
R628895,R116885
R977978,R754790
R844033,R455397
R159090,R965549
R302670,R504948
R911037,R213758
R724251,R735827
R509903,R535848
R333768,R314093
R716467,R328690
R512322,R852727
R292874,R673031
R431348,R513775
R932751,R126289
R407329,R917424
R949523,R911331
R524982,R714246
R989274,R622898
R809201,R680804
R988391,R703904
R913615,R344085
R844881,R749130
R547672,R830886
R250605,R950595
R862739,R607088
R235328,R537850
R438554,R315946
R288116,R330732
R383389,R375429
R901530,R155024
R864855,R581341
R576526,R758159
R236354,R862024
R237204,R774680
R910556,R768296
R547058,R748139
R638444,R209345
R435347,R327000
R574695,R529990
R935405,R702234
R846092,R359996
R594023,R373935
R297584,R511683
R302103,R179905
R574660,R824676
R524933,R609028
R839077,R812196
R126390,R544837
R760629,R802327
R758305,R791055
R390787,R926127
R479854,R159547
R700754,R588382
R855423,R891013
R635966,R410565
R132755,R830221
R156750,R432842
R270262,R966640
R537951,R748487
R595759,R756201
R778260,R941591
R784388,R760583
R582761,R879709
R225577,R194502
R236549,R765685
R924151,R374203
R991993,R314066
R353300,R654608
R675838,R813326
R244529,R988025
R380451,R909226
R345862,R702475
R352272,R127775
R471834,R536833
R546165,R533600
R967397,R142270
R194046,R439314
R710173,R247883
R381451,R219000
R724465,R220560
R194129,R504587
R191268,R432151
R805720,R585142
R647855,R677366
R330766,R824699
R145135,R465081
R619194,R548911
R509046,R964336
R945636,R482733
R908615,R267942
R259367,R371354
R908610,R543364
R623129,R880462
R490930,R886885
R416355,R609577
R965719,R259059
R900035,R596256
R225895,R637289
R119155,R739878
R181463,R621834
R954269,R627958
R535086,R233461
R560501,R707413
R861283,R931625
R326271,R672585
R382119,R362161
R592129,R535757
R149090,R463792
R316720,R992357
R237543,R606274
R459668,R629246
R360040,R544839
R241429,R810281
R921668,R177051
R451771,R739582
R877825,R118212
R366034,R500105
R913438,R186896
R566568,R107664
R842018,R129989
R630544,R982826
R315764,R518590
R951990,R101118
R183593,R422914
R938492,R831180
R171864,R881651
R766627,R905225
R353044,R722385
R352161,R373334
R558858,R786479
R449220,R566653
R858331,R400708
R453368,R423198
R170566,R678231
R355601,R439191
R321162,R448715
R168631,R590431
R306043,R940692
R499159,R698569
R897219,R556713
R615198,R281923
R182021,R381606
R356316,R959141
R134369,R508813
R827024,R137145
R515174,R472015
R889447,R991540
R674412,R742200
R510830,R329845
R145430,R821086
R307688,R168326
R138464,R951789
R427325,R241264
R781151,R207444
R862992,R769494
R157922,R516778
R873544,R605082
R879951,R618083
R118790,R831305
R846641,R499587
R121735,R919092
R937186,R872671
R534815,R496875
R641106,R818144
R201808,R803582
R868669,R824834
R612435,R500569
R939980,R980214
R437140,R261775
R828863,R568187
R630641,R214023
R792392,R928283
R228477,R269764
R508748,R170575
R838161,R352871
R391927,R809705
R715733,R934144
R728394,R413370
R709626,R238660
R801136,R146645
R151696,R160110
R946184,R678034
R131187,R422165
R919977,R872701
R194493,R354204
R455312,R936576
R847594,R866769
R698207,R557295
R872096,R366108
R423838,R803192
R254557,R533507
R640926,R201252
R852595,R546812
R579896,R706716
R125749,R425658
R285313,R794812
R177342,R768246
R634177,R538865
R554970,R551860
R357754,R889172
R723211,R170811
R728401,R963924
R517698,R534988
R603141,R384422
R206653,R533423
R359737,R349343
R268266,R822178
R536816,R686578
R759353,R721788
R453375,R933328
R505881,R294828
R363274,R848092
R265991,R967913
R121101,R924559
R301009,R159707
R525780,R190803
R871137,R337666
R588759,R686284
R520922,R437469
R357340,R364450
R776845,R852069
R822051,R631665
R783812,R880757
R370478,R103660
R178385,R569530
R882584,R166654
R480786,R884959
R520557,R936285
R757897,R663917
R932747,R552519
R634508,R712340
R500808,R300539
R395344,R809338
R210068,R581087
R812318,R999180
R400599,R250784
R954114,R805714
R328208,R155984
R316089,R932388
R948833,R530515
R528826,R686884
R702458,R880302
R750482,R213249
R767038,R494192
R128466,R259739
R255304,R776407
R125343,R800971
R921252,R773799
R434635,R906249
R285965,R896307
R115677,R782930
R589451,R251568
R970930,R591437
R195481,R721885
R930582,R940292
R108186,R622246
R257979,R483481
R640164,R899729
R456363,R508233
R908402,R659473
R751418,R410774
R780839,R516320
R838954,R803026
R571141,R434646
R548167,R687940
R343423,R321609
R500561,R905452
R992322,R530770
R492872,R180689
R847751,R137171
R749485,R213933
R308880,R556489
R982765,R113811
R309128,R116396
R498917,R436016
R566441,R894981
R481826,R982617
R399849,R244877
R896302,R230294
R761108,R650430
R300199,R292722
R202724,R477494
R434617,R682024
R173003,R936623
R714995,R114429
R969678,R970610
R532893,R321783
R320245,R317892
R598991,R310709
R438325,R834839
R530486,R650038
R956560,R365496
R912864,R551455
R410644,R914995
R719404,R462549
R453071,R175595
R994915,R923486
R701985,R162636
R970612,R331986
R844091,R539465
R480740,R913801
R361492,R294594
R880193,R958214
R162188,R147026
R553944,R486167
R441507,R824397
R481453,R957362
R414666,R329134
R152645,R628865
R368634,R587381
R593456,R458965
R144688,R339704
R762942,R398775
R254299,R212782
R760223,R396796
R774990,R525862
R993912,R215000
R242496,R138134
R913063,R961268
R863402,R941331
R185634,R791520
R424648,R364288
R444612,R306358
R705428,R627611
R134877,R571793
R974726,R699173
R629488,R674449
R142627,R872440
R692506,R408261
R764664,R791666
R483531,R928546
R520803,R564069
R986850,R338337
R785601,R911241
R119539,R519084
R399329,R103778
R967077,R887157
R612834,R438230
R608168,R502697
R544947,R471960
R544555,R363015
R114550,R408965
R391143,R996946
R996800,R963248
R527996,R765635
R900877,R139091
R529619,R567969
R444544,R470433
R451679,R207322
R240707,R547229
R283278,R654660
R770778,R453974
R166808,R194639
R567867,R837321
R271338,R480267
R324659,R133837
R955054,R722297
R677370,R897945
R506229,R915112
R748929,R353239
R928596,R727551
R903113,R708084
R673159,R627068
R816844,R674286
R465017,R911538
R855641,R711908
R282535,R506342
R542482,R321229
R785822,R281447
R808181,R999187
R650344,R197143
R700367,R469157
R682814,R663811
R674234,R281169
R612099,R273937
R392730,R553716
R893054,R643975
R589436,R548932
R909156,R561912
R604325,R297154
R146380,R170764
R826616,R883621
R158546,R748974
R378785,R907535
R500752,R636452
R251225,R164048
R695524,R757088
R701669,R641882
R679777,R249027
R353317,R229228
R577458,R598187
R587532,R666649
R263070,R648213
R725314,R455909
R258645,R760869
R822471,R188473
R877088,R364882
R805648,R307918
R474783,R829001
R248431,R640119
R195803,R770124
R736740,R377257
R430037,R693431
R921171,R745656
R483496,R659422
R422968,R515489
R578571,R573031
R844744,R714139
R547403,R600666
R847948,R422793
R102099,R430340
R673748,R168072
R786436,R270244
R584985,R765706
R407776,R521720
R469427,R313153
R797460,R241766
R240796,R488730
R164933,R909056
R923713,R997221
R369696,R917778
R655403,R936901
R301601,R424926
R461315,R349562
R994512,R172353
R657413,R879672
R151414,R914085
R271759,R754518
R514985,R135362
R854775,R522835
R222409,R983573
R744046,R445727
R701894,R731878
R424206,R174332
R431349,R362792
R368620,R492183
R768508,R801252
R820605,R616615
R549527,R843282
R592401,R147855
R409743,R843742
R782802,R730030
R539790,R482459
R603701,R156693
R932478,R753312
R765406,R570687
R339964,R311632
R940894,R319430
R521523,R627087
R383882,R830285
R362030,R917248
R395406,R294871
R221413,R672224
R735987,R594210
R201407,R474494
R977603,R752109
R109080,R331411
R656542,R789619
R121644,R312775
R377872,R387476
R719499,R609479
R359179,R981111
R589764,R749266
R805122,R230770
R132991,R159283
R305338,R542024
R747374,R189054
R700781,R118055
R504249,R518782
R520466,R407904
R363036,R372185
R626776,R992565
R122463,R916770
R848684,R143383
R630941,R185058
R823103,R371224
R702031,R870046
R118085,R707338
R677823,R286390
R550217,R634388
R901450,R970700
R788264,R647643
R592228,R792490
R325299,R283704
R217454,R463698
R916777,R928418
R552883,R559681
R706888,R565945
R623252,R667781
R343039,R166557
R791782,R736630
R496318,R679511
R510679,R297015
R315088,R312998
R667435,R540654
R689352,R897268
R720936,R250920
R108869,R587592
R262855,R684104
R870201,R933265
R879361,R510069
R909853,R861901
R657109,R144519
R590835,R477919
R312210,R714679
R567278,R702745
R153478,R525966
R427763,R558779
R651197,R652837
R729219,R903021
R381609,R602778
R694508,R515500
R269157,R961939
R693872,R591639
R875670,R338661
R535208,R200797
R702939,R413948
R268500,R662094
R685878,R554447
R884019,R440710
R907150,R552961
R832555,R608787
R131930,R349938
R170377,R391903
R635616,R993279
R718595,R312856
R516466,R666141
R330849,R975439
R411911,R440054
R892683,R379237
R737579,R896227
R576516,R880200
R768194,R824214
R762228,R595688
R360320,R375250
R589268,R484964
R591623,R980893
R953345,R409682
R249218,R870443
R250420,R138426
R969382,R798310
R195859,R972301
R601224,R661206
R596056,R434127
R606105,R410784
R272432,R233545
R437856,R325290
R510804,R713695
R633920,R854901
R345364,R561832
R116438,R468373
R614813,R125691
R514221,R179888
R213783,R903366
R251814,R871340
R343367,R453512
R289809,R169790
R467562,R292087
R485676,R818037
R413215,R924945
R102380,R260734
R348675,R778329
R658068,R377543
R883541,R746241
R853218,R449183
R403875,R297816
R955463,R917401
R569535,R851178
R198878,R724957
R857875,R927117
R641482,R420353
R863439,R634123
R892892,R829968
R313699,R758823
R731515,R613793
R969260,R447028
R290963,R187507
R318915,R272296
R948425,R106281
R288492,R638295
R545612,R817120
R113379,R849866
R124446,R826774
R407433,R130388
R681563,R619235
R832281,R619933
R867191,R125802
R529380,R924219
R997649,R770912
R427143,R815687
R680157,R516462
R645106,R772291
R628875,R582727
R432408,R637626
